2022-04-09 00:08:54,283.2,poweru,34.7037561598_137.3584203017
2022-04-09 00:18:54,270.7,poweru,34.7037561598_137.3584203017
2022-04-09 00:28:54,270.7,poweru,34.7037561598_137.3584203017
2022-04-09 00:38:54,263.8,poweru,34.7037561598_137.3584203017
2022-04-09 00:49:15,254.0,poweru,34.7037561598_137.3584203017
2022-04-09 00:59:15,236.0,poweru,34.7037561598_137.3584203017
2022-04-09 01:09:15,229.0,poweru,34.7037561598_137.3584203017
2022-04-09 01:19:15,234.7,poweru,34.7037561598_137.3584203017
2022-04-09 01:29:15,234.7,poweru,34.7037561598_137.3584203017
2022-04-09 01:39:15,216.5,poweru,34.7037561598_137.3584203017
2022-04-09 01:48:54,194.3,poweru,34.7037561598_137.3584203017
2022-04-09 01:58:54,231.8,poweru,34.7037561598_137.3584203017
2022-04-09 02:00:00,2.0999999046325684,musashi-ueda-5,34.7037561598_137.3584203017
2022-04-09 02:00:00,0.0,musashi-ueda-3,34.7037561598_137.3584203017
2022-04-09 02:00:00,4.016666412353516,musashi-ueda-6,34.7037561598_137.3584203017
2022-04-09 02:00:00,1.100000023841858,musashi-ueda-2,34.7037561598_137.3584203017
2022-04-09 02:00:00,1.7999999523162842,musashi-ueda-1,34.7037561598_137.3584203017
2022-04-09 02:00:00,0.5,musashi-ueda-4,34.7037561598_137.3584203017
2022-04-09 02:08:54,231.8,poweru,34.7037561598_137.3584203017
2022-04-09 02:10:00,1.7999999523162842,musashi-ueda-1,34.7037561598_137.3584203017
2022-04-09 02:10:00,0.0,musashi-ueda-3,34.7037561598_137.3584203017
2022-04-09 02:10:00,1.100000023841858,musashi-ueda-2,34.7037561598_137.3584203017
2022-04-09 02:10:00,3.9200000762939453,musashi-ueda-6,34.7037561598_137.3584203017
2022-04-09 02:10:00,0.5,musashi-ueda-4,34.7037561598_137.3584203017
2022-04-09 02:10:00,2.0999999046325684,musashi-ueda-5,34.7037561598_137.3584203017
2022-04-09 02:18:54,197.2,poweru,34.7037561598_137.3584203017
2022-04-09 02:20:00,0.5,musashi-ueda-4,34.7037561598_137.3584203017
2022-04-09 02:20:00,0.0,musashi-ueda-3,34.7037561598_137.3584203017
2022-04-09 02:20:00,1.100000023841858,musashi-ueda-2,34.7037561598_137.3584203017
2022-04-09 02:20:00,1.7999999523162842,musashi-ueda-1,34.7037561598_137.3584203017
2022-04-09 02:20:00,2.0999999046325684,musashi-ueda-5,34.7037561598_137.3584203017
2022-04-09 02:20:00,3.759999990463257,musashi-ueda-6,34.7037561598_137.3584203017
2022-04-09 02:28:54,177.7,poweru,34.7037561598_137.3584203017
2022-04-09 02:30:00,1.7999999523162842,musashi-ueda-1,34.7037561598_137.3584203017
2022-04-09 02:30:00,2.0999999046325684,musashi-ueda-5,34.7037561598_137.3584203017
2022-04-09 02:30:00,0.5,musashi-ueda-4,34.7037561598_137.3584203017
2022-04-09 02:30:00,0.0,musashi-ueda-3,34.7037561598_137.3584203017
2022-04-09 02:30:00,1.100000023841858,musashi-ueda-2,34.7037561598_137.3584203017
2022-04-09 02:30:00,3.7200000286102295,musashi-ueda-6,34.7037561598_137.3584203017
